福州好三农农业发展有限公司,福州市,王先生,13666045767,13666045767,5,保密,无,否,否,否,否,否,https://web.tansent.com/87034/
保定市栋达餐饮服务有限公司,保定,王经理,18632272596,18632272596,5,保密,无,否,否,否,否,否,https://web.tansent.com/89066/
上海俏人吟餐饮管理有限公司,江浙泸,王先生,18321298588,18321298588,5,20,无,否,否,否,否,否,https://web.tansent.com/91334/
杭州金脉餐饮管理有限公司,,杨先生,18758195796,18758195796,4,保密,无,否,否,否,否,否,https://web.tansent.com/89416/
河南天悦餐饮管理有限公司,,夏广雷,18339290688,18339290688,4,保密,无,否,否,否,否,否,https://web.tansent.com/97862/
石狮市勇恒餐饮投资有限公司,,吴女士,15057706374,15057706374,4,保密,无,否,否,否,否,否,https://web.tansent.com/100066/
杭州懿德餐饮管理有限公司,全国,成申秋,18675269588,18675269588,3,保密,无,否,否,否,否,否,https://web.tansent.com/112909/
重庆孝颜餐饮管理有限责任公司,长寿区,秦先生,13594192137,13594192137,2,保密,无,否,否,否,否,否,https://web.tansent.com/125774/
金华味美鲜餐饮管理有限公司,,罗建科,13665833398,13665833398,5,保密,无,否,否,否,否,否,https://web.tansent.com/80273/
河南新志和餐饮管理有限公司,,褚,18003998588,18003998588,5,保密,无,否,否,否,否,否,https://web.tansent.com/80874/
济南大海餐饮管理有限公司,山东省内,崔海涛,15820097666,15820097666,5,保密,无,否,否,否,否,否,https://web.tansent.com/82932/
衡水大军餐饮管理有限公司,,13784171005,13784171005,13784171005,5,保密,无,否,否,否,否,否,https://web.tansent.com/88878/
湖南好尚好校园餐饮后勤管理有限公司,河南省,李雪华,15236289778,15236289778,5,16,无,否,否,否,否,否,https://web.tansent.com/89825/
湘潭市深铭餐饮管理有限公司,全国,石先生,15700792225,15700792225,4,保密,无,否,否,否,否,否,https://web.tansent.com/95477/
苏州青衣餐饮管理有限公司,苏州上海南通,卞伟平,18451998266,18451998266,4,27,无,否,否,否,否,否,https://web.tansent.com/88704/
杭州客味邦餐饮管理有限公司,浙江省内,忽林忠,,,5,12,无,否,否,否,否,否,https://web.tansent.com/78482/
温州鄱湖童记餐饮管理有限公司,华东地区,童刚,18367122003,18367122003,5,保密,无,否,否,否,否,否,https://web.tansent.com/78611/
武汉祥福乐餐饮管理有限公司,中国,范先生,13697351348,13697351348,5,9,无,否,否,否,否,否,https://web.tansent.com/79537/
苏州小红帽餐饮管理有限公司,,李恭敬,18662175289,18662175289,5,保密,无,否,否,否,否,否,https://web.tansent.com/80186/
甘肃兰快餐饮服务管理有限公司,,汤兴武,18109427289,18109427289,5,保密,无,否,否,否,否,否,https://web.tansent.com/81084/
武汉市世杰盛餐饮管理有限责任公司,湖北省武汉市江岸区中,李先生,15071251266,15071251266,5,保密,无,否,否,否,否,否,https://web.tansent.com/81795/
宁波超捷餐饮管理有限公司,,王先生,13967848970,13967848970,5,保密,无,否,否,否,否,否,https://web.tansent.com/83552/
湖南省叄陆伍好生活餐饮管理有限责任公司,,唐学军,13973068738,13973068738,5,保密,无,否,否,否,否,否,https://web.tansent.com/83854/
苏州市呈泽餐饮管理有限公司,苏州大市范围内快餐配送,岳昌维,18625014786,18625014786,5,保密,无,否,否,否,否,否,https://web.tansent.com/78320/
天津运德成餐饮有限公司,,王富祥,13802028379,13802028379,5,保密,无,否,否,否,否,否,https://web.tansent.com/86887/
北京绿康餐饮管理有限公司,,18609663083,18609663083,18609663083,5,保密,无,否,否,否,否,否,https://web.tansent.com/86916/
湖南康泽餐饮有限公司,湖南,刘先生,15573803311,15573803311,5,保密,无,否,否,否,否,否,https://web.tansent.com/87615/
江阴飘香餐饮管理服务有限公司,江苏省,付经理,15852616502,15852616502,5,保密,无,否,否,否,否,否,https://web.tansent.com/84931/
烟台红阳餐饮服务有限公司,,陈要,15853537907,15853537907,4,保密,无,否,否,否,否,否,https://web.tansent.com/93082/
常州市得易臣餐饮管理有限公司,,张光华,18206128001,18206128001,4,保密,无,否,否,否,否,否,https://web.tansent.com/95131/
成都平凡的石头餐饮管理有限公司,,唐皓,13881757335,13881757335,4,保密,无,否,否,否,否,否,https://web.tansent.com/95296/
成都鹏辉餐饮管理有限公司,四川,唐生,13689008571,13689008571,4,保密,无,否,否,否,否,否,https://web.tansent.com/97389/
芜湖毅丰达餐饮管理有限公司,安徽省各市,刘燕金,18855309110,18855309110,3,保密,无,否,否,否,否,否,https://web.tansent.com/109954/
上海味靓餐饮管理有限公司,江浙沪,陆先生,13916104504,13916104504,3,保密,无,否,否,否,否,否,https://web.tansent.com/110005/
五味香餐饮管理有限公司,,梅志夫,18516625116,18516625116,3,保密,无,否,否,否,否,否,https://web.tansent.com/117200/
宁夏伊品轩餐饮管理有限公司,专业清真餐饮管理服务，承接全国清真食堂经营管理，主要经营地区,马先生,17091911181,17091911181,5,保密,无,否,否,否,否,否,https://web.tansent.com/79831/
佛山市臻湘餐饮管理有限公司,,郭经理,13667354545,13667354545,5,保密,无,否,否,否,否,否,https://web.tansent.com/81900/
重庆英烨餐饮管理有限公司,www.chongqing.com,翁青宇,13983251965,13983251965,5,保密,无,否,否,否,否,否,https://web.tansent.com/83576/
北京金朗都餐饮管理有限公司,,金朗都,18811776099,18811776099,5,保密,无,否,否,否,否,否,https://web.tansent.com/87837/
济宁佳旺餐饮管理有限公司,山东省济宁市,王玉灯,13928886485,13928886485,4,保密,无,否,否,否,否,否,https://web.tansent.com/92607/
徐州春之曲餐饮管理有限公司,食堂承包托管管理,陈伟,13805202442,13805202442,4,保密,无,否,否,否,否,否,https://web.tansent.com/96947/
成都蓝泊湾餐饮管理有限公司,,管志刚,13699478166,13699478166,4,保密,无,否,否,否,否,否,https://web.tansent.com/95284/
大连火焱燚餐饮管理有限公司,大连,王经理,13889552708,13889552708,3,53,无,否,否,否,否,否,https://web.tansent.com/113249/
苏州元如食品有限公司,江苏地区、上海、湖北地区,王先生,13886082671,13886082671,3,保密,无,否,否,否,否,否,https://web.tansent.com/124017/
武汉唐肴鲜生食品有限公司,,吕军,,027-83899089,2,保密,无,否,否,否,否,否,https://web.tansent.com/139542/
重庆喜满生餐饮文化有限公司,重庆市,段凌,13330209807,13330209807,5,保密,无,否,否,否,否,否,https://web.tansent.com/79349/
新疆中清餐饮管理有限公司,新疆全省,桂先生,13879281208,13879281208,5,保密,无,否,否,否,否,否,https://web.tansent.com/79558/
珠海市金胜配餐管理服务有限公司,全国,邓志繁,13411531354,13411531354,5,保密,无,否,否,否,否,否,https://web.tansent.com/80371/
大连国朋餐饮管理有限公司,国内,吕斌,13322291427,13322291427,5,保密,无,否,否,否,否,否,https://web.tansent.com/82825/
慈溪市哲嘉餐饮管理有限公司,慈溪市浒山街道前应路1318号,胡建海,15356746283,15356746283,5,保密,无,否,否,否,否,否,https://web.tansent.com/86611/
淮南市御勺酒店管理有限公司,,康家安,13956441638,13956441638,5,保密,无,否,否,否,否,否,https://web.tansent.com/87941/
新疆弘春祥企业管理有限公司,,杨永强,13579884402,13579884402,5,保密,无,否,否,否,否,否,https://web.tansent.com/88628/
蚌埠水晶酒店餐饮管理有限公司,安徽蚌埠,宋长伟,18949332222,18949332222,4,保密,无,否,否,否,否,否,https://web.tansent.com/92046/
河北校康餐饮管理有限公司,,戴太山,13803374872、13803374872、18131121788,13803374872、13803374872、18131121788,4,保密,无,否,否,否,否,否,https://web.tansent.com/93767/
北京博飞琪亚餐饮管理有限公司,,关琪,18611679955,18611679955,4,保密,无,否,否,否,否,否,https://web.tansent.com/67205/
武汉永泽后勤服务有限公司,湖北省內,朱經理,13871014366,13871014366,4,保密,无,否,否,否,否,否,https://web.tansent.com/101491/
利辛县淝河湾餐饮管理有限公司,全国,何真干,18132872510,18132872510,4,保密,无,否,否,否,否,否,https://web.tansent.com/102235/
南京锋厚餐饮管理有限公司,,邵锋,15905154789,15905154789,5,保密,无,否,否,否,否,否,https://web.tansent.com/80464/
西安惠生餐饮管理有限公司,陕西,兀月洋,13991183700,13991183700,5,保密,无,否,否,否,否,否,https://web.tansent.com/81081/
长沙禧汇餐饮管理有限公司,长沙,陈生,13574849635,13574849635,5,保密,无,否,否,否,否,否,https://web.tansent.com/81830/
惠州市百盛源餐饮管理有限公司,广州、深圳、东莞、惠州等,王生/李生,13790790169、13790790169、15019823588,13790790169、13790790169、15019823588,5,15,无,否,否,否,否,否,https://web.tansent.com/84800/
漳州市妙厨膳食管理有限公司,福建省漳州市和广东省汕头市,沈继武,15359067319、15359067319、15815259458,15359067319、15359067319、15815259458,5,12,无,否,否,否,否,否,https://web.tansent.com/83687/
安庆嘉园餐饮管理有限公司,安徽,范细虎,18226799220,18226799220,5,保密,无,否,否,否,否,否,https://web.tansent.com/85585/
永济市恒盛餐饮有限公司,,张栋梁,15515891366,15515891366,5,保密,无,否,否,否,否,否,https://web.tansent.com/88345/
太仓欣悦膳食管理服务有限公司,承包学校，工厂，企事业单位食堂及配送,奚其伟,18262652885,18262652885,4,保密,无,否,否,否,否,否,https://web.tansent.com/92419/
天津市金万顺餐饮管理有限公司,泰达MSD c坐 天津医院食堂,王经理,18602616453,18602616453,4,保密,无,否,否,否,否,否,https://web.tansent.com/93791/
沈阳勇奉京酒店管理有限公司,辽宁省,佟总,15004041088,15004041088,4,保密,无,否,否,否,否,否,https://web.tansent.com/94163/
贵州撒马尔罕清真餐饮管理有限公司,贵州省，云南省，四川省,马金山,13519733759,13519733759,4,3,无,否,否,否,否,否,https://web.tansent.com/94587/
上海天满星餐饮管理有限公司,,童承艳,13501976367,13501976367,4,保密,无,否,否,否,否,否,https://web.tansent.com/94867/
东莞市裕腾膳食管理有限公司,东莞周边,张继伟,18664089323,18664089323,4,保密,无,否,否,否,否,否,https://web.tansent.com/95330/
涿州万亨餐饮服务管理有限公司,北京市海淀区中关村,徐彪,13911458670,13911458670,4,保密,无,否,否,否,否,否,https://web.tansent.com/96060/
康帕斯（中国）企业管理服务有限公司北京分公司,,Thomas,13801361386,13801361386,3,保密,无,否,否,否,否,否,https://web.tansent.com/108252/
常州大晟餐饮管理有限公司,江浙沪为中心辐射全国,程昭鹏,15079237593,15079237593,3,10,无,否,否,否,否,否,https://web.tansent.com/117198/
合肥宝润林餐饮管理有限公司,安徽，合肥,黄国保,18655115519,18655115519,5,保密,无,否,否,否,否,否,https://web.tansent.com/79395/
深圳市嘉熠餐饮管理服务有限公司,,张文宾,15679457777,15679457777,5,保密,无,否,否,否,否,否,https://web.tansent.com/79585/
湖南笑帮手餐饮管理有限公司成都分公司,成都,杨先生,13938888061,13938888061,5,保密,无,否,否,否,否,否,https://web.tansent.com/80358/
山东喜鹊鸟餐饮管理有限公司,全国,王经理,15163752397,15163752397,5,60,无,否,否,否,否,否,https://web.tansent.com/81570/
北京北汽恒盛置业有限公司顺义餐饮管理分公司,,张石磊,,,5,保密,无,否,否,否,否,否,https://web.tansent.com/86098/
优素福（武汉）餐饮管理有限公司,,赵乐,18163319333,18163319333,5,保密,无,否,否,否,否,否,https://web.tansent.com/89028/
广东团膳膳食管理服务有限公司,食堂承包，蔬菜配送，尾牙承办,李玉生,13827264499,13827264499,5,保密,无,否,否,否,否,否,https://web.tansent.com/90196/
苏州臻品汇餐饮管理有限公司,江浙沪长三角地区,陈武平,15850040918,15850040918,4,2,无,否,是,是,否,否,https://web.tansent.com/95985/
贵州烽焱小厨餐饮管理有限公司,,杜,18984566107,18984566107,4,保密,无,否,否,否,否,否,https://web.tansent.com/96466/
郑州锦贤餐饮管理有限公司,,李雪松,15037770809,15037770809,5,保密,无,否,否,否,否,否,https://web.tansent.com/78545/
江西超凡餐饮管理有限公司,,袁克勤,13576983500,13576983500,5,保密,无,否,否,否,否,否,https://web.tansent.com/77387/
南京炘褔社餐饮管理有限公司,苏皖,涂育刚,13814168069,13814168069,5,3,无,否,否,否,否,否,https://web.tansent.com/83341/
无锡快客餐饮管理有限公司,苏州,雷小姐,13732624535,13732624535,5,保密,无,否,否,否,否,否,https://web.tansent.com/83512/
中饮餐饮管理武汉有限公司,,姚祖春,18971133155,18971133155,5,保密,无,否,否,否,否,否,https://web.tansent.com/84605/
郑州百食汇餐饮管理有限公司,,李克凡,13526536065,13526536065,5,保密,无,否,否,否,否,否,https://web.tansent.com/86114/
沈阳创世餐饮管理有限公司,沈阳,韩女士,13842068273,13842068273,5,保密,无,否,否,否,否,否,https://web.tansent.com/87583/
苏州味好餐饮管理有限公司,,陈建康,13913265391,13913265391,5,保密,无,否,否,否,否,否,https://web.tansent.com/88098/
广州市诺健堂餐饮管理有限公司,,陈生,13542307580,13542307580,5,保密,无,否,否,否,否,否,https://web.tansent.com/89014/
惠州日日佳餐饮服务管理有限公司,,余剑锋,13692732998,13692732998,4,保密,无,否,否,否,否,否,https://web.tansent.com/95212/
东莞市鸿迅膳食管理服务有限公司,广东、广西、湖南、深圳、上海、北京,侯生,13058666420,13058666420,4,1983,无,否,否,否,否,否,https://web.tansent.com/96439/
东莞市晨运膳食管理有限公司,东莞市，东莞周边,朱先生,,0769-81032810,4,153,无,否,否,否,否,否,https://web.tansent.com/100943/
台州大升餐饮管理有限公司,,杨先生,13362649793,13362649793,4,保密,无,否,否,否,否,否,https://web.tansent.com/101142/
黄石市知浩苑餐饮管理有限公司,湖北省,张,15072012315,15072012315,4,保密,无,否,否,否,否,否,https://web.tansent.com/105109/
青岛奕林餐饮服务有限公司,山东,刘俊,13906488161,13906488161,3,保密,无,否,否,否,否,否,https://web.tansent.com/109115/
长春市禧年华餐饮管理有限公司,吉林省,张先生,13578784866,13578784866,3,5,无,否,否,否,否,否,https://web.tansent.com/121322/
武汉美记玉花园餐饮有限公司,湖北武汉,田小波,13007162186,13007162186,3,保密,无,否,否,否,否,否,https://web.tansent.com/122768/
湖南锦致餐饮管理有限公司,,李总,13203011188,13203011188,5,保密,无,否,否,否,否,否,https://web.tansent.com/78157/
东莞市泉丰膳食管理服务有限公司,东莞市区内，东莞周边,陈先生,13827236777,13827236777,5,保密,无,否,否,否,否,否,https://web.tansent.com/79237/
南京萃庭酒店管理有限公司,全国,涂育刚,18061297188,18061297188,5,保密,无,否,否,否,否,否,https://web.tansent.com/79339/
上海政隆餐饮管理有限公司,全国各地 主要是江浙沪,吴先生,13611666838,13611666838,5,40,无,否,否,否,否,是,https://web.tansent.com/79488/
深圳皇御餐饮管理有限公司,,廖江华,13421928768,13421928768,5,保密,无,否,否,否,否,否,https://web.tansent.com/80814/
中山市怡美餐饮管理有限公司,中山市 黄圃 南头 东凤 小榄 东升 沙朗 西区 火炬开发区,刘先生,13790743007,13790743007,5,保密,无,否,否,否,否,否,https://web.tansent.com/81041/
无锡市龙鼎餐饮服务有限公司,无锡市新区锡坤11号,陆萍,13961877488,13961877488,5,保密,无,否,否,否,否,否,https://web.tansent.com/85849/
张家港信品源餐饮管理有限公司,江苏省苏州市张家港市,周先生,13986266201,13986266201,5,保密,无,否,否,否,否,否,https://web.tansent.com/86697/
厦门市味品福餐饮管理有限公司,福建、湖北、浙江、广东,张科林,18750536417,18750536417,5,保密,无,否,否,否,否,否,https://web.tansent.com/87921/
菏泽畅尚餐饮管理有限公司,山东菏泽市牡丹区大黄集镇,毕永军,13954081828,13954081828,5,保密,无,否,否,否,否,否,https://web.tansent.com/88979/
上海惠友餐饮管理有限公司,,王迅,13817278162,13817278162,5,保密,无,否,否,否,否,否,https://web.tansent.com/89455/
辛集市伟岭餐饮服务有限公司,全国,孙先生,13933062333,13933062333,4,保密,无,否,否,否,否,否,https://web.tansent.com/91900/
深圳市欣汇佳餐饮管理有限公司,全国,曾生,15815398169,15815398169,4,168,无,否,否,否,否,否,https://web.tansent.com/94168/
尚颐餐饮管理(上海)有限公司,中华区,张总监,15216667445,15216667445,4,保密,无,否,否,否,否,否,https://web.tansent.com/95822/
天门市国胜餐饮有限公司,中国,蒋先生,18658131719,18658131719,4,保密,无,否,否,否,否,否,https://web.tansent.com/96145/
许昌汉伦企业管理咨询有限公司,,梅经理,15936332206,15936332206,4,保密,无,否,否,否,否,否,https://web.tansent.com/96212/
湘潭市多喜悦餐饮管理有限公司,湖南省湘潭市,冯先生,13789308895,13789308895,4,4,无,否,否,否,否,否,https://web.tansent.com/107268/
洛阳睿博餐饮管理服务有限公司,全国300+门店连锁,何经理,13323795581,13323795581,2,保密,无,否,否,否,否,否,https://web.tansent.com/127389/
青岛亿尚客餐饮服务有限公司,,经理,,0532-58016338,2,保密,无,否,否,否,否,否,https://web.tansent.com/127551/
中山市恒康餐饮管理有限公司,,宋正良,13823977785,13823977785,2,保密,无,否,否,否,否,否,https://web.tansent.com/135880/
合肥聚香湾餐饮管理有限公司,,周先生,18956752991,18956752991,2,保密,无,否,否,否,否,否,https://web.tansent.com/139305/
郫县思远餐饮管理有限公司,四川，重庆，深圳,刘俊,13558800514,13558800514,5,保密,无,否,否,否,否,否,https://web.tansent.com/78764/
常州市荷沁楼餐饮管理有限公司,常州地区,王先生,18921091666,18921091666,5,保密,无,否,否,否,否,否,https://web.tansent.com/79538/
漯河市德润鑫兰餐饮管理服务有限公司,全国,梁总,18839585528,18839585528,5,8,无,否,否,否,否,否,https://web.tansent.com/80936/
温州绿谷餐饮管理有限公司,,不用了，别打,18888888888,18888888888,5,保密,无,否,否,否,否,否,https://web.tansent.com/81530/
晨焰麒麟（北京）餐饮管理有限公司,北京市,杨春明,18910337170,18910337170,5,保密,无,否,否,否,否,否,https://web.tansent.com/81683/
苏州一得鲜餐饮管理有限公司,苏州、上海、浙江、安徽等地,谭君先,15996431888,15996431888,5,保密,无,否,否,否,否,否,https://web.tansent.com/81694/
宁波市诚杰联合餐饮管理有限公司,浙江省内,尹先生,18858481596,18858481596、18858481596、0574-63970521,5,保密,无,否,否,否,否,否,https://web.tansent.com/82301/
福州榕鑫餐饮管理有限公司,浙江、广州、江苏、江西、福建,杨杨,17706443488,17706443488,5,保密,无,否,否,否,否,否,https://web.tansent.com/82890/
湖北有禾餐饮管理有限公司,山西，河北，河南，陕西,熊鹤,13015376338,13015376338,5,保密,无,否,否,否,否,否,https://web.tansent.com/83098/
苏州宇池餐饮管理有限公司全膳餐饮配送中心,全国,李国东,18248888725,18248888725,5,保密,无,否,否,否,否,否,https://web.tansent.com/84266/
深圳市和仕实业有限公司,,何小姐,13066916498,13066916498,5,保密,无,否,否,否,否,否,https://web.tansent.com/84782/
杭州四合餐饮管理有限公司,,钱荷月,15825461900,15825461900,5,保密,无,否,否,否,否,否,https://web.tansent.com/88443/
四川金福祥后勤管理服务有限公司,全国,胡文祥,13608168018,13608168018,5,保密,无,否,否,否,否,否,https://web.tansent.com/89085/
南通金古子餐饮管理有限公司,全国,13228833773,13228833773,13228833773,5,保密,无,否,否,否,否,否,https://web.tansent.com/89669/
南通亿宝轩餐饮管理有限公司,南通市、苏州市、盐城市、南京市、常州市、无锡市、徐州市、连云港市、淮安市、扬州市、镇江市、泰州市、 ,郑先生,13861938887,13861938887,5,保密,无,否,否,否,否,否,https://web.tansent.com/90264/
青岛书香人家餐饮管理有限公司,,曹先生,18766861277,18766861277,5,保密,无,否,否,否,否,否,https://web.tansent.com/90468/
上海有家真好餐饮有限公司,上海杨浦区、闸北区、静安区、徐汇区、杨浦区、普陀区、宝山区,刘先生,,4006887079,5,保密,无,否,否,否,否,否,https://web.tansent.com/91240/
惠州市湘乐惠餐饮管理有限公司,珠三角地区，广州、东莞、深圳、惠州等。,彭先生,13725001029,13725001029,4,保密,无,否,否,否,否,否,https://web.tansent.com/92382/
广州为你乐餐饮管理服务有限公司,广东省广州市,骆经理,13427533896,13427533896,4,保密,无,否,否,否,否,否,https://web.tansent.com/94038/
南京华徐创餐饮管理有限公司,江苏省,徐先生,13815406263,13815406263,4,保密,无,否,否,否,否,否,https://web.tansent.com/95120/
青海化海餐饮服务有限公司,江西，湖南，河南，陕西，广西，甘肃，青海·············,赵先生,18697225977、18697225977、17082919746,18697225977、18697225977、17082919746,4,8,无,否,否,否,否,否,https://web.tansent.com/96022/
深圳市宏富餐饮管理有限公司,广东,刘青元,18823801045,18823801045,4,2,无,否,否,否,否,否,https://web.tansent.com/96219/
河北初心餐饮服务有限公司,,马先生,18231237222,18231237222,3,保密,无,否,否,否,否,否,https://web.tansent.com/108163/
平顶山成功餐饮有限公司,平顶山石龙区,马轲轲,18637430003,18637430003,3,5,无,否,否,否,否,否,https://web.tansent.com/122102/
常熟市启翔餐饮管理有限公司,江苏苏州,吴明珍,13913659858,13913659858,5,保密,无,否,否,否,否,否,https://web.tansent.com/78365/
郑州益膳斋餐饮管理有限公司,,王园,18635912829,18635912829,5,保密,无,否,否,否,否,否,https://web.tansent.com/78645/
杭州晨燕餐饮管理有限公司,,陈霄曙,15267022598,15267022598,5,保密,无,否,否,否,否,否,https://web.tansent.com/80057/
东莞市卫华膳食管理有限公司,东莞周边,董卫华,13713051566,13713051566,5,保密,无,否,否,否,否,否,https://web.tansent.com/80192/
深圳市鼎食餐饮管理服务有限公司,全国,高生,13189092560,13189092560,5,保密,无,否,否,否,否,否,https://web.tansent.com/80617/
湘潭德嘉餐饮管理有限责任公司,湖南,冯先生,15873202305,15873202305,5,保密,无,否,否,否,否,否,https://web.tansent.com/80805/
广德辉宏餐饮管理有限公司,全国,陈辉,13865375956,13865375956,5,保密,无,否,否,否,否,否,https://web.tansent.com/80893/
江苏御膳坊团膳餐饮管理有限公司,江浙沪,朱芳林,13451772123,13451772123,5,保密,无,否,否,否,否,否,https://web.tansent.com/82509/
安徽省锋味餐饮管理有限公司,食堂承包、保洁服务、物业管理、粮油销购。,谢先生,18133777888,18133777888,5,保密,无,否,否,否,否,否,https://web.tansent.com/82940/
陕西康莱生态农业有限公司,陕西,王刚,15829636564,15829636564,5,保密,无,否,否,否,否,否,https://web.tansent.com/83362/
广州市名格轩餐饮管理有限公司,,刘生,15876532563,15876532563,5,保密,无,否,否,否,否,否,https://web.tansent.com/83506/
台州神厨餐饮企业管理服务有限公司,全国,罗先生,13968510957,4001811588、4001811588、13968510957,5,保密,无,否,否,否,否,否,https://web.tansent.com/85565/
漯河行知远餐饮有限公司,,宁总,18567116111,18567116111,5,保密,无,否,否,否,否,否,https://web.tansent.com/85598/
福州市小哥餐饮管理有限公司,,游凌海,13055527290,13055527290,5,保密,无,否,否,否,否,否,https://web.tansent.com/86533/
北京昱泽源餐饮管理有限公司,,王传利,17710184308,17710184308,5,保密,无,否,否,否,否,否,https://web.tansent.com/87267/
洛阳和兴隆餐饮服务有限公司,,李经理,18638822443,18638822443,5,保密,无,否,否,否,否,否,https://web.tansent.com/87644/
济南金扣子餐饮管理有限公司,,林祥,15564531444,15564531444,5,保密,无,否,否,否,否,否,https://web.tansent.com/87977/
海南时客实业有限公司,,王学旺,18976768258,18976768258,5,保密,无,否,否,否,否,否,https://web.tansent.com/88031/
南京卫坤餐饮管理有限公司,,张秀敏,13655163967,13655163967,5,保密,无,否,否,否,否,否,https://web.tansent.com/90063/
宜宾市香鲜洁餐饮管理有限责任公司,四川,徐先生,18283194690,18283194690,5,保密,无,否,否,否,否,否,https://web.tansent.com/90768/
安庆风华餐饮管理有限公司,,陈风华,15505058866,15505058866,5,保密,无,否,否,否,否,否,https://web.tansent.com/89935/
安庆市凯凯餐饮管理有限公司,,齐继辉,13955663413,13955663413,4,保密,无,否,否,否,否,否,https://web.tansent.com/94316/
东莞市宏通餐饮管理有限公司,珠三角,谢建冰,15812854040,15812854040,4,保密,无,否,否,否,否,否,https://web.tansent.com/97004/
商水县林友餐饮服务有限公司,河南省,郑振,18103826580,18103826580,4,保密,无,否,否,否,否,否,https://web.tansent.com/104922/
陕西佳嘉顺餐饮管理有限公司,,张祥猛,19991417555,19991417555,2,保密,无,否,否,否,否,否,https://web.tansent.com/140417/
成都佳航餐饮管理有限责任公司,,13281231961,13281231961,13281231961,5,保密,无,否,否,否,否,否,https://web.tansent.com/78552/
吉林省西克腾餐饮服务有限公司,,陈晓西,15004313949,15004313949,5,保密,无,否,否,否,否,否,https://web.tansent.com/78855/
安徽泓盛餐饮管理有限公司,,何树赟,13866739936,13866739936,5,保密,无,否,否,否,否,否,https://web.tansent.com/80007/
河南省百洲实业有限公司,河南省内餐厅承包,李崇伟,13526993999,13526993999,5,保密,无,否,否,否,否,否,https://web.tansent.com/80773/
淄博合家悦餐饮管理有限公司,山东省,王经理,15866287712,15866287712,5,保密,无,否,否,否,否,否,https://web.tansent.com/81008/
南京丰久鸿投资管理有限公司,,李锋,13951031931,13951031931,5,保密,无,否,否,否,否,否,https://web.tansent.com/81070/
河南国云餐饮管理有限公司,河南省,赵松云,15514359066,15514359066,5,保密,无,否,否,否,否,否,https://web.tansent.com/81672/
常州欧芝佳餐饮管理有限公司,,雷军贤,13584362139,13584362139,5,保密,无,否,否,否,否,否,https://web.tansent.com/82037/
上海麦鑫餐饮企业管理有限公司,江浙沪,杜德,13611777393,13611777393,5,保密,无,否,否,否,否,否,https://web.tansent.com/82368/
杭州康肴餐饮管理有限公司,全国,余礼颜,13868976684,13868976684,5,保密,无,否,否,否,否,否,https://web.tansent.com/82461/
上海赞贤餐饮管理有限公司,上海,唐国广,13801903239,13801903239,5,保密,无,否,否,否,否,否,https://web.tansent.com/82652/
山西艺华轩餐饮管理有限公司,山西省,何经理,18636881890,18636881890,5,保密,无,否,否,否,否,否,https://web.tansent.com/83845/
南京福迪餐饮管理有限公司,,罗正庆,18100618318,18100618318,5,保密,无,否,否,否,否,否,https://web.tansent.com/79429/
佛山市顺德区鑫岱源餐饮管理有限公司,广州佛山,梁健,18924861178,18924861178,5,保密,无,否,否,否,否,否,https://web.tansent.com/85833/
江苏忆味客餐饮管理有限公司,江苏，上海，浙江，广东，湖南，湖北，重庆,吴文军,13222345675,13222345675,5,保密,无,否,否,否,否,否,https://web.tansent.com/86227/
湖南情生缘餐饮管理有限公司,长沙方,周海波,15399985218,15399985218,5,保密,无,否,否,否,否,否,https://web.tansent.com/84602/
沈阳乐食佳餐饮管理服务有限公司,,康康,13674270390,13674270390,5,保密,无,否,否,否,否,否,https://web.tansent.com/87440/
安徽博众餐饮管理有限公司,,程晓浩,17760861777,17760861777,5,保密,无,否,否,否,否,否,https://web.tansent.com/88916/
南通品诚餐饮管理有限公司,江苏省,张加一,13815204208,13815204208,5,保密,无,否,否,否,否,否,https://web.tansent.com/89053/
杭州耀满餐饮管理有限公司,文三路东部软件园5号楼,张剑,13750828414,13750828414,5,保密,无,否,否,否,否,否,https://web.tansent.com/89217/
上海商皓餐饮管理有限公司,,徐钟才林,15988398383,15988398383,5,保密,无,否,否,否,否,否,https://web.tansent.com/89663/
北京施恩餐饮管理有限公司,,王斌,13261286205,13261286205,5,保密,无,否,否,否,否,否,https://web.tansent.com/90535/
上海欢誉餐饮管理有限公司,昆山龙腾光电有限公司浦东新区立信会计金融学院,张经理,13166403999,13166403999,4,保密,无,否,否,否,否,否,https://web.tansent.com/91812/
宁波弘丰餐饮管理有限公司,宁波大区,阳先生,18958389276,18958389276,4,32,无,否,否,否,否,否,https://web.tansent.com/94826/
常州镇辰餐饮管理有限公司,江苏省常州市武进区湖塘镇吾悦广场,李一真,13685222687,13685222687,4,保密,无,否,否,否,否,否,https://web.tansent.com/95258/
济宁市信达餐饮管理有限公司,山东,葛爱民,13054999989,13054999989,4,保密,无,否,否,否,否,否,https://web.tansent.com/95399/
黑龙江省咀咀香餐饮管理有限公司,哈尔滨市呼兰区学院路滨才城莱蒙F栋3单元402,13796781099,13796781099,13796781099,4,保密,无,否,否,否,否,否,https://web.tansent.com/96586/
杭州恒韵餐饮管理有限公司,,李兵,13575722365,13575722365,4,保密,无,否,否,否,否,否,https://web.tansent.com/97484/
德州市陵城区紫苏餐饮管理有限公司,,刘世柱,15335346589,15335346589,4,保密,无,否,否,否,否,否,https://web.tansent.com/97575/
